g_abs,bp_rp
6.761327405594013,1.4078579
2.88604982857451,1.8581524
9.628627259468061,2.4490547
2.0906049732424616,1.2137699
3.4285475165720207,0.9713049
7.596805193793802,1.9393234
4.240428276080062,0.8408966
2.3635478084818597,1.2737713
9.69951924118807,2.3270874
9.29688078996342,2.1560116
5.421245765461919,1.0086193
5.839644038542465,1.4293299
3.3885224388122346,0.96552944
3.696331826373992,0.97336483
4.403851346682808,0.99572754
1.954654045304995,1.4383821
4.765717672785517,0.8258972
3.382633782139301,2.2530403
4.546069539963575,1.0820055
4.908905362131813,0.8784065
4.155840569470307,0.817029
8.364838400796259,2.1797676
6.074685907662108,1.1793413
3.4877800567708253,1.5920515
8.383202277982853,2.0346222
7.24773536355039,1.8239269
3.679089855942502,1.2940512
11.435991096695087,2.711277
5.72563092506185,1.1456728
5.641704414907316,1.0362587
4.4855043187133745,0.87595654
4.106871942272692,0.88476753
5.102953374903189,1.0282373
6.212668475531572,1.2699451
2.2208251463976705,2.385376
6.194843181830606,1.593009
4.3483175597744665,0.8456459
1.3126012721673685,2.4512634
5.206978640477859,1.0458803
6.476846625778581,1.2330933
6.57751519861867,1.4461164
4.128799121223123,1.4579687
5.418347071966522,1.1091127
3.71636397742186,1.1366615
2.9947924628996816,2.1453094
7.141573531123626,1.62605
7.646820816564432,1.8401737
10.331194360743332,2.6319942
10.819816658116011,2.8517113
3.1414684192209954,1.3303823
4.671080621957165,0.9516649
11.342576349067414,2.7958946
6.672795342780333,1.2880898
3.93992015835099,0.8914423
4.253365030279117,0.75707245
6.99572225884075,1.4645262
9.361846671756606,2.4553814
9.403424942739125,2.2783003
6.23815944799389,1.8709602
5.901185570115018,1.5118027
5.50253640964007,1.1365824
5.93210226922448,1.3592424
6.041059660448642,1.2550211
3.3311250842969216,0.8037081
8.61287459031984,1.9317265
4.693744819273602,1.3380289
4.280322035980866,0.72356606
0.4384699502657643,1.711832
8.673394833037271,2.1234236
5.991518926891647,1.2058086
6.432441450503816,1.3473492
4.709509609315035,1.5273457
4.137201741176499,0.87918663
9.487102018539943,2.2836246
7.534420867624682,1.579277
2.0760582778849717,0.85192204
6.336314315045353,1.4689302
4.57760255871254,0.91812897
4.469067879979631,0.8969908
3.718231746994025,0.79143524
3.90980591448597,1.044385
5.165283191646905,0.97160053
3.264200682861471,0.82222176
1.1185479329884451,1.7794828
6.739552050527223,1.63587
5.22738096048068,1.3556471
7.435166291438058,1.8433094
6.54498215656945,1.3111258
6.3086491018877595,1.1081467
9.946623551163842,2.4676113
5.683963659605704,1.043272
2.239811481051497,0.8491106
4.659426665307153,1.1550894
0.3148388798788737,1.8342342
4.491092614716639,0.8477993
3.18746118657457,0.97600746
3.050443225562981,1.617918
2.1950011657164374,0.6945543
8.020962062297265,2.2676697
6.233691746654721,1.6312809
4.929421108312225,0.96099186
5.824449947225899,1.078907
8.749374117944356,2.0717907
7.445016765272186,1.5249977
4.670550555825965,1.1334219
4.204294376906516,1.4661961
5.489894346946709,0.97896576
4.0208208588465695,0.8154211
3.238504513396098,0.76988125
4.843846565402204,1.0193272
3.1573679392719303,1.1202688
10.514845145161487,2.6047192
5.49465427827586,1.0539551
1.5698283052102155,0.71511745
5.652090053201068,0.9880638
5.8497392903555365,1.0297794
9.17490575971041,2.6626377
0.7959180852571954,2.3380299
2.1267698150661722,2.159706
6.413750964742263,1.3287554
7.240696320320485,1.6131248
4.006845642428425,0.7934685
3.4782853171909096,0.97222996
4.538484599722588,0.76346207
4.589023274488753,0.8498888
6.636535810263009,1.3231516
4.6259266615464405,0.819849
5.392607734139304,0.95812607
3.629621461989416,0.79689884
5.794930248920519,1.2106428
4.005850638613364,1.2873173
4.50682962936887,1.3900785
3.8610005468930595,1.2423525
6.884700236619874,1.4412298
7.142511811620238,1.7167091
3.573362523649097,0.9614067
0.6490577725703233,1.4328842
4.662858636772961,1.0315361
4.253077770427753,0.90183353
1.3239584325575127,0.910594
4.945791566410092,1.3546934
7.001615907431152,1.6640854
4.52531535908142,0.9203148
9.26474079675079,2.4625492
6.272244039817945,1.2598066
4.496029336777308,1.3284683
3.532821414472446,0.9342041
6.221157565510644,1.7073898
7.1393342291280675,1.5596981
7.705246101407585,1.7444153
7.197370833311194,1.6473007
10.24038123300124,2.5699615
4.118563505423488,1.7091522
7.214102397872004,1.6329746
5.971393654260368,2.180872
4.28266799274118,1.5442495
5.57475971572263,1.7667408
2.170154651424369,0.37617254
6.253117920611608,1.6469517
3.6124998720455004,1.0180779
6.136489862610919,1.3921385
1.577435017736864,1.7405691
4.955261592261955,0.8588886
6.789984659959476,1.4873848
1.7165123514232103,0.7387762
7.3083932037589,1.6134453
10.120102050475964,2.6831093
7.957019552971882,1.877594
1.7111467177642758,1.7958317
5.624771996244839,1.2927866
6.542430162018423,1.5217199
6.393799730812983,1.1690025
5.13755476605718,1.0380669
6.559415027342119,1.4788685
5.735058609410908,1.385889
1.217932757330793,0.57656956
4.727762610838704,0.96947956
7.624882995826081,1.8416815
3.410597682514398,1.2585402
1.6867805529651747,2.1953487
1.9806896264712108,1.7244024
4.826666366625595,1.1142712
6.1620756100773875,1.4887447
5.917526787602219,1.2360773
3.0127165863795007,1.331749
3.76843068603978,1.1565723
4.200799413909426,1.0316076
4.375074938587844,1.2266502
2.839714721790571,1.0057812
6.82671160660292,1.4457245
1.789336221732917,1.1734266
4.905703366374734,2.2633858
-0.0522840406950813,1.8194695
7.038686054472997,1.5421419
7.075587708400558,1.7333813
3.3055082602479846,1.0788622
5.925453921244417,1.2414188
5.719846876685699,0.94363785
6.261785709038929,1.2402277
7.539261216626343,1.5782251
6.709181793506076,1.6189966
4.216272584919784,0.8942089
8.06742974465384,1.7932892
5.357509379944046,1.0236578
5.829084786591926,1.1349392
5.6506649481246125,1.1101408
7.239605558585058,1.5064945
4.305836157052724,0.8660927
5.426728677086519,0.98170185
11.53821842532237,2.9288445
1.0731428894765003,1.1338692
4.091289052227117,0.9184332
8.918609255605567,2.2018528
10.451660267921348,2.4360256
3.7949744380643473,0.9534445
4.951783474416523,0.96342087
5.93648349563046,1.2222624
3.090954284128756,0.91162014
4.054213005356013,1.1803274
9.468225120452438,2.0849342
8.48059936309549,2.023508
3.9934155837016707,0.885623
4.00752463335267,0.92138195
6.462947377470915,1.2860632
0.6392392089969334,1.3684082
8.967175711802941,2.2586632
9.11620033065902,2.0741959
7.844659090208129,1.9037304
9.733454952454736,2.6088142
4.313350731611756,0.8571348
6.370262306547552,1.1459599
5.991805055614201,1.4200706
4.503870420528578,0.89907074
3.6557925145844354,0.70992756
4.275469638143161,0.96036434
3.0973860722965956,1.0572824
4.213390327908037,0.7989435
9.38252928694219,2.3502655
3.086008765052938,0.4855156
1.420546758941871,0.24453306
8.507677285120543,1.8729706
2.8530870247328313,1.2739601
5.7996132485561755,1.0636663
8.39984651268632,2.135725
4.7001356209833585,0.9535084
7.274724931517266,1.5155592
4.903945889604847,0.9154844
6.053583426635889,1.1892109
3.0650045748559354,0.8314476
7.108849467531421,1.5877934
7.489225242753893,1.7073822
5.112973989362995,1.0499239
4.966741078620075,0.93960094
7.866413656681871,1.7283039
6.525162195877446,1.434761
6.207124878987809,1.114542
6.968858532040709,1.4352026
3.6616213152516686,0.9003391
6.578365291993197,1.3028965
8.457515636071346,1.8788109
3.688891628335252,0.8314457
2.9905715023355874,0.740921
6.2739966511678595,1.283081
5.157034431614635,0.9437208
7.237098936034396,1.5174313
8.769573373237126,2.1723547
7.532566476714255,1.6791172
3.4392272118461094,1.240365
7.43993732936422,1.8746319
5.710576730575108,1.0555925
7.058143930426855,1.8937378
5.976132799487942,2.0982685
4.838099595085676,1.6454248
4.068918988206349,1.6061687
5.767360576501289,0.97963333
4.771783669554033,2.105379
1.7949610966351166,2.4216118
8.825103984775307,2.1977615
4.1640361869840525,1.1028061
6.26614835704423,1.298645
3.342677095287417,0.8087435
5.779777623060967,1.2534847
6.05023173715891,1.761507
7.2457747308956435,1.7316933
3.178393667355177,2.4134617
0.5764400673297985,1.4081964
3.7017458847014435,1.1577272
5.954471021149155,1.5697994
4.034022515430575,0.9165249
1.0158535848112606,1.4516354
9.033743029360494,2.3999462
6.076799726953688,1.1892471
8.932529194096716,2.2130184
8.457820477135758,2.4038925
9.502105974761651,2.53553
4.952244370732938,1.607419
5.827389437648062,1.8442249
2.046330215305993,1.9703493
3.553779752954611,0.7964258
7.6125693144862865,1.6874161
3.6560982126953636,1.0925388
7.187561229749928,2.0405912
2.460056394275526,1.3917332
0.5446364910457309,1.6425905
2.904685282155963,0.76081085
5.480683666478651,1.0561371
4.111798476681422,1.338211
5.58697984980641,1.7909555
3.3135115612735095,1.2696457
4.604149465884664,1.871026
3.8004943897744887,1.1041565
2.815705858273466,1.1145449
5.4091930389533385,1.164916
10.711448745847253,2.6457405
4.333000459822113,0.9003897
7.495426906959757,1.6554308
4.204344965679695,0.74958897
3.5553050797297345,1.1379566
8.160802554087518,2.0060444
9.254187405417483,2.1942663
4.67019599823208,0.95831776
4.926674352184648,0.88736725
7.276121052051423,1.689126
4.186826858517218,0.73023796
0.8677886313173264,1.4109993
5.370324562377091,0.91471577
3.642230111495369,0.80644035
4.5334949976700365,0.8923502
7.122549631673088,1.5999022
4.822065476607246,0.79730415
6.6572712296642464,1.6044273
5.611000173290973,1.0279093
8.546155726596009,2.3050137
4.320502380525493,0.9100828
3.9846436904191034,0.91803265
5.753370450643903,0.9625702
10.116968031889673,2.5808191
3.0860503041243774,1.032507
8.916227712829773,2.3872108
5.607309522596534,1.2442198
6.375696800140133,1.3328838
4.696737999658822,1.0804224
4.464441654636655,0.8321457
3.714224431554346,0.78296566
3.2865124781834716,1.3376188
4.131375919598984,0.99179554
3.0752245817210095,0.7324858
4.8086191373798854,1.0122309
7.01117346428153,1.5161667
0.4523766932618578,1.2666178
7.7722358067884265,1.7817993
4.376214274952057,0.85832787
4.92296822732267,0.95318604
4.237829537208539,0.9123106
7.6707029952390755,1.7852268
4.088920180187655,0.94683456
4.469915492566056,0.8819761
3.535824422510462,0.9350052
6.452881015331592,1.253128
4.305288288568626,0.8102789
9.944505831594036,2.5245552
6.02385526217661,1.2910767
4.158365289516238,0.8408966
3.1625932836867197,0.7181444
4.982294458365198,0.9131937
5.227535729124467,0.9270849
4.195733719009155,0.8807926
5.795149687123109,1.1872473
6.071546684661342,1.148673
9.004056099211489,2.160963
3.900859679206702,0.7499256
6.828549193070931,1.3953209
5.504887198853275,1.1462841
5.102348845670338,1.0040865
9.683197799548118,2.6776638
0.7751207790553334,0.42582893
4.101189035451842,0.84417534
9.155701676768423,2.1975555
5.287587315792017,0.9806347
8.824199310129579,2.314602
5.03908811641408,0.908391
4.6329408063357,0.9533529
5.127618041270402,0.9573221
4.653433255564673,0.9534712
4.430488043099608,0.8616352
6.2551739717371575,1.2513323
8.652308457436252,2.2619495
3.667577249024813,0.6565199
5.569886370596199,1.0279665
6.456234718464149,1.454072
2.81161591306053,0.88095284
2.0912741409256146,2.1240358
5.061587284104329,1.627677
3.749518684060021,0.8250389
3.0799879494341305,0.7467861
2.8716187781218636,0.7085705
4.683212113779039,0.9864044
3.242184633863065,1.031003
4.000457114916806,1.0610361
7.408261422793114,1.8261738
5.085464548062481,1.5928335
4.5757562875860724,1.079052
3.635433649667,0.88382626
5.345525535382816,1.1648827
4.945317479967011,1.0561781
2.773625342596082,2.38793
2.412673328700375,0.8114176
5.783745996820237,1.0926847
6.898624647197391,1.69244
4.537797352384079,1.1919975
4.578316775118662,2.0995731
4.836938556974163,1.1298723
2.6719915093174027,0.8772478
3.490834502197247,0.84572124
7.188411509060344,1.9474564
6.33607475187701,2.1014013
9.447043875764933,2.2386818
1.8445573347446107,1.7772741
5.716028659760047,1.3998976
4.7020824149622324,1.1619654
3.4669813302323575,1.9250021
2.7855411741709712,1.2154408
4.175899794784513,0.95454884
3.168162325878505,1.544733
2.828246503058921,1.022233
5.30800736050899,0.9749336
3.228297479754662,0.90382195
10.526284321623407,2.73732
4.741813516237885,0.9287958
9.282925442995175,2.2841587
6.3232877327638235,1.2425251
8.275882977855428,2.0814514
9.148124118700952,2.3943348
1.7765203762400574,1.6376066
7.103805535357246,1.80373
4.631886707038017,0.8848705
7.043303183425699,1.5495577
2.970180211776885,1.1030006
6.40629023966569,1.6076937
5.393971285663582,1.3708982
3.0559846222457043,1.2837896
6.069513351626302,1.2311344
8.746639166815292,2.1971989
3.9582267127893545,1.6329536
7.074261220104518,1.4894514
6.100203126074536,1.1490898
6.055762060881168,1.2568922
3.083958682925843,1.1046238
7.4542793896265955,1.7332067
3.6677394897659763,0.8929863
9.796203404516469,2.6454659
5.433531909958909,1.6930084
3.8848883268144334,1.0844784
4.121553680084862,0.8866205
10.050271413137189,2.4083366
1.5871116624132284,1.9393816
4.5702061016481625,0.92118835
8.01036963566579,1.8841734
7.357879168305324,1.4426785
6.281624107416761,1.183423
5.185882518829008,0.9673052
4.297547942701394,1.189806
6.830777823373893,1.5352936
3.9881404264993154,1.4082012
1.0800429655951476,1.2484789
5.770859539947114,0.9820385
4.703284440774427,1.0590363
4.030923824934682,0.88063145
3.588486672597149,0.78415966
10.041393146845138,2.663847
3.40073995064645,0.72309303
4.25621367099251,0.8971739
5.778509780933129,1.0968637
3.5555365717354626,1.0457077
6.417504795314482,1.0711107
4.214044479660714,0.83751106
4.959282111134208,0.8846855
7.257448048818201,1.7522964
4.002444259545355,0.9580393
10.365818031538787,2.9735088
1.6510390118429825,1.7620058
2.6081587109001667,1.1683931
4.619437275310823,0.8406153
4.565765215234496,0.92915154
6.00221264094073,1.1523752
8.167807079202156,2.240219
3.758232228371803,0.7227516
5.675407371596336,1.072444
6.472322060290921,1.2985277
3.8400446460540163,0.9277687
6.019875332834108,1.2235413
5.744317350603739,1.1129675
10.080269967196667,2.7842484
6.78096464604889,1.4117241
9.008068764025918,2.2966175
5.8927361390508395,1.0558348
5.034218384743458,1.200139
6.556815624414181,1.6638317
6.955189563120573,1.590868
4.416588460983986,0.8915949
5.872093304421487,1.2548847
3.8199539270253027,1.0180473
7.026789000153354,1.4562864
8.547721839592768,2.1192226
10.554206739661197,2.8508759
3.4768819425048108,1.0800257
3.286957356252051,1.270091
4.35871086088628,0.8624315
5.02070114791438,0.90669346
2.6160043179639914,0.36472988
5.473063366776145,1.0493889
3.9936388198396564,0.87209225
3.9800337689404284,1.0159531
7.368105932440557,1.7653646
7.299593240079719,1.6781139
3.749800646937034,0.77898693
3.1802964208787223,0.8274021
3.7351496254493153,1.0906439
5.594802046604677,1.1252851
7.65818508307785,1.7322884
9.123837989765786,2.2500153
3.924859963082504,0.9796276
7.989527054104279,1.6974411
4.371310468683365,0.9191103
6.042536709562807,1.00636
3.0310834617948696,0.66993046
4.204404018425478,0.96208763
3.1975974159053813,0.9381552
10.259892034387079,2.5758324
5.922303951467967,1.1395073
1.6781986414285956,1.2379379
4.376729942736681,0.8438778
4.08524964822349,0.92884254
4.397130267397891,1.0182304
4.327259732908448,1.0823774
6.295777856909837,1.3804379
8.978574252429457,2.2031412
6.489224580981055,1.3617859
3.9267799831364165,0.8061533
3.4944931973654683,1.3277931
9.463338169867122,2.3825073
5.569628821109227,1.028656
5.269847687419482,0.9597988
4.6977406676238935,0.8693981
9.658825673168344,2.2947254
10.937162917568301,2.6535149
10.121716996707871,2.4962387
7.688838880975677,1.711195
3.8816159357103714,1.0739527
3.599352501847255,0.8231392
6.625983790265668,1.6926651
4.905302332875378,0.96200657
0.41343907305250305,0.8088665
4.588199153795555,1.2753153
2.564492890602031,0.9596834
5.824574132154968,1.015933
5.270052971712268,1.5491371
5.3192451624691195,1.2775412
1.8075449120203384,0.5891533
1.3888471215143277,1.8306913
3.812646288898227,1.0537901
5.316467354223235,1.7076712
4.357565502023222,0.8192177
3.870999296309213,1.6343212
4.0355386464161995,1.3872766
3.791229657478036,0.8926258
8.579324236775278,1.6829128
5.228839616909243,1.7165899
4.672713607658414,1.7361307
3.989605130181305,0.973609
7.13042815981737,1.9014931
1.8551861653347093,2.4274979
0.7580070411511404,0.5029259
2.8348596537578246,0.657279
6.103387905635358,1.2965736
4.327060953069452,0.9571409
6.7467686397607025,1.4011021
3.580400233592,1.3345604
7.520017477679538,2.3622742
5.512560090013601,1.0296001
0.5006014889367592,1.3673992
4.186353778769341,1.0682516
4.264810258984808,0.89325905
5.300698938950154,1.7121544
3.9999297599709713,0.85553837
3.8148444465046705,1.4386454
7.58521191704553,1.6554317
2.122508560664672,0.6559715
4.043087694515885,1.0625639
2.373786223888418,0.89230156
3.7725614748236787,0.95239925
4.869746059242512,1.0636768
2.8531046932681345,0.78715134
5.004705837602497,1.4697838
4.0327779696836465,0.9880438
4.00896799690511,0.8334055
0.675469102414981,1.4049044
3.3820900644331093,0.79298687
4.183012236387896,1.7494669
6.063031806303183,2.1443214
1.8127193645217243,1.3727207
6.25599128009987,1.2340298
7.629847735420501,1.7145901
4.642020289589809,1.2758932
4.592605573473987,1.3398819
7.227928015200444,1.5515165
6.016541195289921,1.1783876
7.65095294805441,1.770299
5.619117023802586,1.0280657
6.227935892474061,1.3424006
4.838271583316304,0.964365
4.091040230052274,0.79886055
5.130006927661929,0.9984398
2.7947997006137033,0.82204056
10.097074817526167,2.442791
3.952754292863622,0.86647606
4.30485944117757,0.7362366
3.8736921543125575,0.78582764
7.783223129406114,1.7282696
6.367531471914102,1.1255426
4.071526392095965,0.8153763
8.38423329983786,2.0069714
5.0298999585835436,0.94366837
6.241844505245034,1.1771879
4.630312791051098,0.7425184
3.4205570305416355,1.2827845
4.152461085172003,0.89305973
4.423942279679457,0.999321
5.620426901461384,1.0791388
4.4563383076941,1.1257963
9.363636884007253,1.7659359
9.468232448661624,2.28018
8.235408335663394,1.9719524
7.971390725916503,1.8686962
6.3416980988057325,1.2564402
1.5068478005109558,1.6356316
5.9719562229301495,1.1124353
5.0720755300942635,0.9915676
5.663262596619942,1.0380497
6.2242216082544,1.1589499
5.294716472862705,0.9893589
11.386816755341627,2.9934921
3.2513617351178024,0.6573982
5.879273743532412,1.20615
3.006923214911936,1.0791512
8.534462166560669,2.0464153
8.425192223927667,2.0352669
4.8736611564683585,0.93505
3.49056168806878,0.98431396
11.12714854512857,2.7809658
4.554899527009592,0.7960348
5.410404178426367,0.9997196
2.4310726095397843,1.1946726
9.311870254341802,2.456419
4.421427198351081,0.87363434
7.968563365861293,1.8652363
2.7101313160784937,0.48699284
2.9841027305071233,1.0856981
5.055949497313215,0.9830408
4.424122463551761,0.95357513
1.2135216424940118,1.4520178
4.428523846359624,0.8869667
8.544093699318125,1.945632
2.7132601984592437,0.6065817
5.627594991685029,1.1785316
4.597844136349726,0.9376211
7.054899576788923,1.5009499
4.56159886228976,0.8445072
6.655389541177168,1.3122711
3.8276483484326267,0.77900887
8.10599806576899,1.930645
5.085763610192281,0.9720135
4.477846890401091,0.88735867
3.4019494937138806,0.94318867
6.464870756068503,1.3172913
9.544575218014948,2.2883625
1.9164085773662318,1.089262
4.146219816011254,0.929286
8.484621245190773,2.0252457
7.957917804419431,1.9333305
10.225720307736978,2.6341686
5.3825152021666405,0.94922066
4.398582860111885,0.83721733
5.2268346534101955,1.1889267
4.33224327214409,0.91722965
3.8325450293554297,0.817194
8.641295236304689,2.1355429
8.80396825247773,2.0925665
3.7803263778937986,0.6563473
1.8355963459227365,0.4395218
10.881351591709794,2.7377396
7.0476350016752,1.7505283
0.9241662668071715,1.3168392
3.5446395443057455,1.376627
3.229710784362089,1.0079384
4.539127428172764,0.8853111
5.611576232418839,1.4133778
5.674893526321595,1.2425852
0.5271617655824912,1.8723736
3.4351064084969813,0.8339424
4.440124888711541,1.3434362
2.618687003916488,2.2591696
8.643130884803593,2.0236473
6.111271820436073,1.4412613
4.826212107345327,1.4588327
8.486619571860786,2.0835857
2.3516928371014814,2.1146564
0.915616897689226,2.2016735
7.0665101144044975,1.4906635
1.4014932153670365,0.47646713
2.575754652771753,1.5698786
7.665956075443333,1.7887783
2.3450507031895533,2.3451586
5.429672728605851,1.090828
7.110828077829389,1.521904
9.483748299727598,2.2746973
4.738132985302926,0.8853712
-0.2052135687907608,1.3386221
8.64252591810687,2.2407722
1.3633707504380261,0.9977741
4.858074062287518,0.98207283
3.1638363746313782,1.2107153
4.161518636207223,0.94018745
7.271196805497318,1.6462383
5.619829645808522,1.3618507
2.6185660590641984,2.1690063
2.3714967070937316,1.2372599
2.1546182019531663,1.2670603
4.158457790165471,0.98451996
5.1960390849984375,1.2846746
5.660986560208357,2.057067
4.325134738824829,0.88776875
5.09941322200098,0.97751045
4.811852092741347,1.0054903
4.890457222984923,0.9852772
1.371422020811064,1.6974144
3.777395961483318,0.79109097
